track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5nTVf9dJlysm1TAbuA47qe,Here Tomorrow,OUTRAGE,12,3wJyVdeDGyhFZtqt3UpSNx,Here Tomorrow,2019-01-25,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.558,0.955,1,-4.313,1,0.0882,0.0211,0.42,0.174,0.226,128.014,225429
0Etl0p4Z6doS0xFxqdhrOn,Toumast Tincha,Tinariwen,46,3mBVW4xMIksTDGtYbjrpee,Emmaar,2014-02-10,Afro Psychedelica,37i9dQZF1DWVyizF9BJ61m,rock,classic rock,0.494,0.661,10,-7.54,0,0.047,0.486,0.806,0.116,0.204,89.659,260253
4Hqh0dS4x07zuRw6eBTO7p,20/20,Lil Tjay,79,7HUt8oIXR90aLnzugUXM6U,20/20,2020-01-01,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.886,0.336,4,-12.779,1,0.239,0.557,0.0,0.0933,0.536,100.044,230448
1Evv1979G5y63oK9K2eot9,Niña Bonita,Chino & Nacho,2,4DYLsPPZRc13AAePuPY2bC,Mi Niña Bonita,2010-01-01,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.676,0.917,9,-4.897,1,0.125,0.285,0.0,0.176,0.727,120.014,215827
4g9TfQAiEN6lDNRJJsiU9T,Sorry,Guns N' Roses,49,0suNLpB9xraAv1FcdlITjQ,Chinese Democracy,2008-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.402,0.502,2,-10.009,0,0.0315,0.0702,6.37e-05,0.115,0.209,147.519,374187
6EoiDyFLeF4QX5IfFKXSYF,Tres Delinquentes - Radio,Delinquent Habits,4,6oX0gpxTxSrCZ1QJikDhMN,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",2013-06-21,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.826,0.698,11,-4.004,1,0.151,0.0177,0.00761,0.314,0.604,100.108,255693
0AyAhgf2sihNnGt1ymLhg2,My Death,Scott Walker,24,7e5g6Abbfe8APJn0KSpZb0,Scott,1967,Permanent Wave,5Go0Jsxj1UnsU7Om841BEo,rock,permanent wave,0.255,0.372,4,-16.437,0,0.0424,0.291,0.0,0.269,0.392,82.417,297480
0RXu2YMEMLQPhtP1tbsj5W,Clocks (Bigroom Mix),Pat Farrell,1,1oL840zjoqhHfoRbCJZWj6,Clocks,2009-03-02,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,0.766,0.86,8,-6.497,1,0.0833,0.000339,0.873,0.0499,0.644,127.019,370394
5AFXAnmid4MBfUGJHISTqT,W.A.N.T.S,Global Dan,54,1forWJ3Kcmc1keLS1NFd9X,Global Meltdown,2019-06-28,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.699,0.582,6,-6.393,1,0.142,0.0368,1.44e-06,0.114,0.429,159.985,152707
1WGimYNx7U5q68rL0nnEAF,Whispers,Ella Renn,32,3XtLO7Wa6gDeDpOwX1YMvl,Whispers,2019-10-18,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.762,0.53,9,-7.163,0,0.0501,0.348,2.4e-05,0.0985,0.323,129.989,162605
0Psz3az3RIYfJpnsajBT8N,Nanã,Polo & Pan,65,0SuFqlCe5i30Fr75ZlPQVT,Caravelle,2017-05-19,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.685,0.735,4,-6.337,0,0.0334,0.191,0.038,0.188,0.385,94.035,190827
1JsbFVFHNIi7kAhlpxDLhV,SLVR,Steve Angello,0,3Uyu6ooRrmziRCfQZhMQi3,SLVR,2013-08-12,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.659,0.619,0,-7.389,1,0.05,0.00458,0.972,0.0897,0.119,128.015,306560
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,98,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486
2rtojZgpeM6CdfCxv4IIeV,Blame,Skylar Stecker,21,6GtxVdpqs4zbtDRCnlXBYp,Blame,2017-10-27,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.752,0.739,3,-3.761,0,0.0607,0.185,0.0,0.0982,0.652,104.937,172457
73kgeinD9RMBp6r6yqUA6w,Long Cool Woman (In a Black Dress),The Hollies,27,5ourevL93kFzjWH6lIyT42,20 Golden Greats,1978-07-01,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.761,0.788,4,-11.672,1,0.0596,0.44,0.00531,0.341,0.768,138.902,197133
1gpHMfSpviLSP9CNAeb5xt,Poem Without Words 2 - Journey By Night,Anne Clark,37,1AesmWlIFVrAiIuvNcZ6nW,Hopeless Cases,1987-01-01,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.617,0.389,9,-16.031,0,0.0422,0.947,0.881,0.113,0.519,136.796,215693
3nBaiVtvhNu1VZq9q4kT2o,Gangsterdam - Lady Bee Remix,Oliver Twizt,39,2Mm2HnNyaZNIj6zvDbBO4n,Gangsterdam (Lady Bee Remix),2019-06-14,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.75,0.898,1,-4.714,1,0.157,0.000861,0.629,0.257,0.85,127.963,133125
1OJMt4A0eFFg5xHwTu0D08,Orange,Sophie Holohan,39,4nWJYumRsssAbMgzgYBFPW,Orange,2019-12-06,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.791,0.554,2,-9.998,0,0.0399,0.322,1.5e-05,0.0784,0.649,113.98,198947
7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,73,4XHIjbhjRmqWlosjj5rqSI,LIVING THINGS,2012-06-20,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253
10AsRVRdU07cMAFHeGYO3c,Solo Dance,Martin Jensen,71,4vkos5hVH9qLK75m3bOjdp,Solo Dance,2016-11-04,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,174933
4Wa3sH0hhacqcEBDbv5RBU,Lose Sleep,REMI,0,7hKpSuJkPBJG7tGgyIemcr,Lose Sleep,2016-08-24,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,0.679,0.508,6,-7.293,0,0.288,0.0772,0.00122,0.101,0.639,201.888,218620
0tCUHZZmlErTi6LyjdS0zU,Why You Treat Me So Bad,Club Nouveau,1,1ApNhuO7VkkKIUQmiowJQX,Club Nouveau's Greatest Hits,2003-09-30,R&B 80's/90's/00's,2Ey63yNQeC9Yto7JwX9BGJ,r&b,new jack swing,0.686,0.505,7,-12.918,1,0.124,0.176,0.0,0.154,0.582,98.767,327640
3aoDEt6zSuYQ47gzarlaVo,Money - 2011 Remastered Version,Pink Floyd,15,3a0UOgDWw2pTajw85QPMiz,The Dark Side Of The Moon (2011 Remastered Version),1973-03-16,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193,382834
7jGa11njc3FnVpO6QxGZKz,Like It Or Not (feat. joan) (feat. joan),EMBRZ,36,0Swz8FrwrRnXvUjiJaay5x,Like It Or Not (feat. joan) (feat. joan),2018-06-08,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.636,0.648,8,-8.1,1,0.0363,0.0882,9.92e-05,0.0876,0.349,92.949,189355
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia,77,3RKhRsifs4RWrqvWV1YpPY,Don't You Worry Child,2012-09-14,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862
1kQhi22kyluRCnIPAXtxEZ,I Found You (with Calvin Harris),benny blanco,62,7dQ734EW0iLvQfF6vBFNiZ,FRIENDS KEEP SECRETS,2018-12-07,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.79,0.865,6,-4.159,1,0.0438,0.0264,0.0892,0.24,0.362,122.99,189165
77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),The Weeknd,76,3pLdWdkj83EYfDN6H2N8MR,Black Panther The Album Music From And Inspired By,2018-02-09,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440
7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),Wiz Khalifa,18,02tTjKlh9iQ5jlWYPbKLJZ,See You Again (feat. Charlie Puth),2015-03-10,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526
4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,71,31tCg5RXhY5jpagfCPcQa2,Future History (Deluxe Edition),2011-09-16,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,192200
0WnVjkW8k8Zo37JAI7K8zF,Secret,Orchestral Manoeuvres In The Dark,52,7Fyk2UVvhtjsQOyentgLzQ,Crush,1985-06-17,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.717,0.651,9,-8.597,1,0.0284,0.276,0.00272,0.0488,0.904,114.471,236333
7e7hic6gtPVhOrVVIZMIWr,Malibu - The Him Remix,Miley Cyrus,1,6omL6PDxzgaZNeOgiQQPrR,Malibu (The Him Remix),2017-06-08,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.509,0.675,5,-3.915,0,0.0419,0.286,0.000313,0.114,0.289,125.002,218907
1ZAWaJppxtA3zPh1R2W2wS,Supersonic - Remastered,Oasis,54,3F7qb5AiQdWxuMgSyQ9zyg,Definitely Maybe (Remastered) [Deluxe Edition Remastered],1994-08-29,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.362,0.91,9,-2.863,1,0.0407,6.29e-05,0.0123,0.0933,0.597,104.043,283787
2cfdaedLSXAvHRhM4xlU1A,Evil Ecstasy,Erick Morillo,16,1wcnBvOpL6JVn5ac9LXKhu,Evil Ecstasy,2017-10-09,Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,0.709,0.838,0,-7.584,1,0.0383,0.00087,0.898,0.0682,0.565,124.009,220645
2x0RZdkZcD8QRI53XT4GI5,SOS (feat. Aloe Blacc),Avicii,83,6Ad1E9vl75ZB3Ir87zwXIJ,TIM,2019-06-06,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202
0r4SsYcwvd8URat6AS2m6f,Lush Life,Zara Larsson,20,6x3lObhgC3H0KpOfePojFG,Lush Life,2015-06-09,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,201122
0LcnZnhSQsoa9Dc51tj3wa,Quien La Vio Llorar,Don Omar,3,3hKDEHUzH1GmdohemezsEw,"The Gold Series ""The Last Don""",2004-01-01,This Is: Don Omar,37i9dQZF1DWYBUdckfg1va,latin,reggaeton,0.47,0.567,10,-6.894,0,0.0361,0.101,4e-05,0.354,0.376,79.993,185613
2QnK6yqqcI4Q25DGlDNc9Y,Rangos,Pekeño 77,10,38G7O1lgJv9G8BwioYH8gU,Rangos,2019-03-17,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.945,0.565,2,-6.194,1,0.159,0.113,6.92e-06,0.0686,0.509,119.938,128880
2glGP8kEfACgJdZ86kWxhN,Are You With Me - Radio Edit,Lost Frequencies,62,57AJ70IWVE0pmPwNYBa4PT,Less Is More,2016-10-21,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,138013
6XBjCetHKdO5L9cwMDVffw,Hipócrita,Anuel AA,10,6rj8SDxe761DQBUdSN76tQ,Real Hasta la Muerte,2018-07-17,De Fiesta,37i9dQZF1DWVskFRGurTfg,latin,reggaeton,0.79,0.858,2,-2.78,1,0.0471,0.303,0.0,0.61,0.79,92.05,192000
6mhiCvUbK5Jq2Ho05kgaa5,Lambo,VFM Style,35,4RQE6YBWVnSJHGzHOYUm2i,Lambo,2018-10-17,Arabic Trap,37i9dQZF1DXcC6YLqj8ET8,rap,trap,0.561,0.663,2,-9.464,1,0.0528,0.0464,0.755,0.0928,0.0947,160.016,198836
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,79,0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe),1977-02-04,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800
6RyaV7owmVU6fzEPE17sF1,Que Tire Pa Lante,Daddy Yankee,90,155yGQqPxsYkhV7zQyL95t,Que Tire Pa Lante,2019-10-18,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,210520
2VnKo1kUEFkM5CwzsreulS,RideOut,enjo,49,0i2BugEZOry3RpeCA9kJSA,EnjoyLife,2017-08-04,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.78,0.327,10,-8.763,1,0.136,0.915,0.689,0.112,0.388,82.027,79024
37qI0mchgzUSeUhPiwUWPY,Wherever You Will Go,The Calling,63,0eumbPpzy0UGChIwnCpLpl,The Best Of...,2011-02-04,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.551,0.696,2,-6.192,1,0.0265,0.0392,0.0,0.127,0.354,112.024,209360
47euMdzPz6bdj7EKPy369S,Got Me Thinkin' (feat. Sparkz),The Mouse Outfit,46,2ZieYINaA8usZhjfwpFnlH,Escape Music,2013-05-20,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,0.813,0.412,6,-8.356,0,0.205,0.561,0.00477,0.107,0.427,90.807,223773
1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam,75,5B4PYA7wNN4WdEXdIJu58a,Ten,1991-08-27,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907
7rBc6rDOew4pAoVczLwb3I,Nun 2 Fuck Wit (feat. Young Dolph),1PLAYY,55,6jso1vSv2RV8YiCibfbD9N,Nun 2 Fuck Wit (feat. Young Dolph),2019-12-27,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.874,0.496,5,-5.579,0,0.154,0.0498,0.0,0.294,0.129,145.977,170962
4E7DVqv5jomWyJJB2MdONv,Love Me Less (feat. Quinn XCII) - Ookay Remix,MAX,46,4X2cAdXgVK3fAYpMk7S4Gt,Love Me Less (feat. Quinn XCII) [Ookay Remix],2019-06-07,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.717,0.876,11,-6.463,0,0.132,0.00253,0.00015,0.439,0.669,144.919,256427
4M2Be8CcaY7AdaHYRHno4n,Rewrite,Deeparture,37,2oG20w7iI9RgxjqU3YqugU,Rewrite,2019-11-28,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.578,0.836,11,-8.732,1,0.0347,0.00348,0.221,0.389,0.134,120.014,227432
3UxORWLWBMmpJiumQ0LNHu,Til I Die,6o,56,6BQGwnlRJMsFp09cM7Livz,Til I Die,2019-01-25,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.57,0.689,11,-4.693,1,0.0389,0.345,0.000556,0.45,0.3,82.522,129115
7okfrvG7Lsj4J6FiG38aKQ,All That I Am,Joe,17,53uzzdUJcgZri8dRkHRB0V,All That I Am,1997-09-23,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",3a9y4eeCJRmG9p4YKfqYIx,r&b,new jack swing,0.503,0.403,4,-11.497,1,0.0297,0.295,0.0,0.176,0.145,84.343,252120
4oSLqDsjuAJqKYihXID8uB,Dancer,Laila,2,3jsjzhvIGtnuNyLIdwx3ny,I've Been,2017-03-22,Permanent Wave,5Go0Jsxj1UnsU7Om841BEo,rock,permanent wave,0.264,0.698,10,-9.448,1,0.0582,0.147,0.000181,0.122,0.303,174.112,279417
3zagi2b65in52cZnFSnyAG,Hell Yeah - Feat. D-wreck & Tyte Eyez,Big Moe,19,0PnUbRaZoWYVy3FYF8kSwo,Moe Life,1999-07-16,3rd Coast Classics,1QJ66s6YBZgxMUaVUyrhbo,rap,southern hip hop,0.614,0.888,1,-3.786,0,0.282,0.0262,0.0,0.405,0.793,163.85,225187
4thnq3xsCY2KdVGWxM6y38,Close Enough to Hurt,Rod Wave,50,5VdxPp341F7XzQyKmzMKiI,Close Enough to Hurt,2019-10-23,NEO SOUL GUITAR,0r5ojPhjqGVq21oQR13UJy,r&b,neo soul,0.803,0.515,6,-8.758,0,0.127,0.286,0.0,0.115,0.2,78.021,135419
4x5C2qVSwGVvBeS78FixQp,Pyramids,Dimitri Vangelis & Wyman,27,4GwpAXhYbXvuTA9E6YwqAm,Pyramids,2019-03-01,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.618,0.968,7,-3.694,1,0.0536,0.000605,0.828,0.306,0.57,127.99,167764
3J8dsSohvCX0jgG2TVDN2A,Next Time,Curtis Harding,0,1qQYz07JnVMaOuZ3aYNZcX,Soul Power,2014-11-17,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.676,0.495,9,-10.504,0,0.03,0.0127,0.000992,0.0792,0.91,125.434,270307
3BwR5psKNxcyqWoc80eOuq,ILYSB,LANY,54,4sldmS76FbpIaO2sEsZlBh,Make Out,2015-12-11,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.623,0.627,5,-6.73,1,0.0518,0.603,0.00908,0.316,0.459,100.04,211340
1JkhKUXAoNivi87ipmV3rp,Best of Me,Anthony Hamilton,58,545a3sdz0JkH85iYFZPiR4,Back To Love (Deluxe Version),2011-12-13,Neo-Soul Essentials,0DIwi1dMI59NItQtiNcevy,r&b,neo soul,0.742,0.728,10,-6.626,0,0.0315,0.00962,3.73e-05,0.134,0.697,96.01,226373
1dcaJ3vOelzh4xYAWiEFbQ,Jackpot,Chico Rose,16,6quBviXcv3F9y2TK6zq3YY,Revealed Recordings presents Miami Festival EP 2019,2019-03-22,PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,edm,big room,0.643,0.959,2,-4.332,1,0.226,0.00658,0.244,0.293,0.154,128.036,152337
4Iam3vZMJCMltFkK9mNruw,Bad Blood,Nao,57,2BmceJHiy9RTyvaB1IU0P6,For All We Know,2016-07-29,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.494,0.412,5,-5.687,0,0.133,0.639,4.46e-06,0.0631,0.378,113.108,240627
5xLfQuX5YAfog2JgPz0dpA,Moving in Stereo,The Cars,56,4tJPWT4r4FSKwy784Qs1Fq,The Cars,1978-06-06,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.718,0.543,4,-11.238,1,0.0372,0.0606,0.0988,0.0646,0.37,115.522,286107
1oDmijc0b8mzn2Z4bW6gOS,Telecommunication,A Flock Of Seagulls,29,6cphBfn6beKzazlp3xjftb,Playlist: The Very Best of A Flock of Seagulls,2008-08-19,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.618,0.94,2,-5.804,1,0.0495,0.000734,0.00217,0.399,0.96,155.949,151707
4phHbFt0h1NRXIgMNM8t0Q,En Su Nota,Don Omar,1,2ah0xzOU2sqN46Lc665g0Z,King Of Kings,2006-01-01,REGGAETON VIEJO,31hG19URdBvLEpQWKFYfdD,latin,reggaeton,0.657,0.843,6,-5.927,0,0.272,0.00498,2.5e-05,0.156,0.883,192.043,219333
5BBFzEZHejmSWKoFpcLM9F,Mary,Agnes Obel,42,3jTTLPuVcL6J9pgujnU1lS,Citizen of Glass,2016-10-21,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.486,0.183,7,-16.494,0,0.0379,0.992,0.0308,0.0886,0.075,122.833,347459
61QSuw5VlC0LTS8WMO356g,All The Way Up,Fat Joe,68,7vzvohRzBtrnr3miUJrpAk,All The Way Up (feat. French Montana & Infared) - Single,2016-03-02,Gangster Rap | 100 % Gangster,2e0d7otcM1oyecfi3zZPWk,rap,gangster rap,0.536,0.721,10,-6.44,0,0.386,0.062,0.0,0.824,0.393,117.139,191942
34D6mvDTAPypm92EPs8Rxa,Reminiscing - Remastered,Little River Band,62,362Gq4moTnxkud6hQEKsm1,Sleeper Catcher (Remastered),1978,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.54,0.465,7,-11.259,1,0.0302,0.652,0.00544,0.132,0.341,94.731,253080
1vtQLXxSIr0A4Pfs9VGqxk,Volverte A Ver - MTV Unplugged,Juanes,0,0FP3X2Uw9eE3cQwNvEjouI,Tr3s Presents Juanes MTV Unplugged,2012-01-01,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.393,0.311,5,-10.275,1,0.0344,0.922,0.0,0.855,0.384,132.38,269360
4p0D9nLKX2kHs9Fv2doUqL,Nothing Like You,Lucas Estrada,59,6EHINCewT4fiqNRsaIcwHu,Nothing Like You,2019-12-27,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.646,0.692,8,-6.051,1,0.0396,0.0868,0.000423,0.153,0.532,100.021,139250
7r7Fg0xo6oDt8jzYFmPIU3,You're the Best Thing About Me,U2,6,2sPYPyDFwgi1jrRTGhoxq2,Stargazing - EP,2017-09-21,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.776,0.647,2,-6.31,1,0.0824,0.00552,0.0,0.0783,0.661,117.023,257867
4aAtZsGjzdMfWSKh5DM4sI,Kylie Jenner,Derek,54,6zQz7pCRhxSTMokAXIM8bu,Kylie Jenner,2019-04-05,Trapperz Brasil,37i9dQZF1DWWr5uieiPUVM,rap,trap,0.869,0.666,8,-5.098,1,0.328,0.0387,0.0,0.356,0.388,140.018,121895
5zR3bhyD2fUZISRHRGGGJe,Kunden,Nate57,49,4s3bz5Y0bqJ3m9mjZfbqxr,Kunden,2019-12-13,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.886,0.664,6,-6.368,0,0.309,0.213,0.000255,0.0655,0.834,148.021,193004
1810h6qkazO0NWahk1TyTy,Bandida,Zion & Lennox,56,2aItcV9jj0LvaluaDFTLqF,Motivando a la Yal,2004-05-04,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,0.807,0.781,1,-6.028,1,0.158,0.0784,0.0,0.105,0.536,95.009,192000
7ae2GdeXS5Tvo5RvdNwgaz,Goosebumps,$uicideBoy$,49,2WI0MZ3Jb7WmcpF3CQiNJx,Radical $uicide,2016-07-22,< DARK TRAP >,19WuHd4MxWLzE1fpMmw4S4,rap,gangster rap,0.89,0.74,1,-4.303,1,0.223,0.318,1.17e-05,0.244,0.436,130.012,112500
3evL7OEc73Z1hlFSaZkNpo,Primadonna,Skogsrå,34,5ORC6m6OpHuR1cRxO3hVzd,Primadonna,2013-12-22,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.577,0.879,3,-4.889,1,0.0463,0.561,0.869,0.0883,0.769,98.094,278571
7whzl1qu4qJS7WowJSQjCB,Happier,Nightro,19,4hQbHgPUIIFhfos9vxe7sk,Happier (feat. MAJRO),2019-09-20,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.636,0.846,2,-3.623,0,0.0293,0.0513,0.00155,0.207,0.585,140.06,157705
0katsiKnN2XXffwlIjaz4e,Voices In My Head,NIVIRO,47,4f6V8FBGtUcNM7Cgybvz9f,Voices In My Head,2019-10-31,[EAS]: Festival Big Room,71UHE27ayQs8ZDxQwY0cY1,edm,big room,0.505,0.784,2,-7.215,1,0.111,0.000673,0.00148,0.401,0.337,137.974,180326
3x2bXiU0o4WbsPkawXlfDA,Who Are You,The Who,17,6LRJF97hgXHj8uMLHyCDbh,Who Are You (Remastered),1978-08-18,HARD ROCK CAFE,55ybnG2z8rpTIerRfnCsw6,rock,hard rock,0.651,0.661,9,-11.405,1,0.0511,0.265,0.00313,0.106,0.489,156.371,378707
4HfLQJtVT1KiX1eVedDyTm,Alaska,Maggie Rogers,69,5AHWNPo3gllDmixgAoFru4,Heard It In A Past Life,2019-01-18,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,188000
0MpsyFvt1KaxNYBYw2aanq,Hey Moon,John Maus,54,6lfo4f2EW26I06q2cIMPof,We Must Become the Pitiless Censors of Ourselves,2011-06-28,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.573,0.639,0,-7.143,1,0.0247,0.784,0.633,0.0923,0.24,89.575,248707
2lKEQm6HZqDpc4jDxIwPYz,Make Room,Nino Man,24,32s6BNCV4VJrETe7zGgKB3,Make Room,2019-10-09,Top Urban Underground,4Gc9TFxlqmoe50m9Yy78ei,r&b,urban contemporary,0.541,0.915,10,-4.369,0,0.48,0.478,0.0,0.091,0.665,84.612,129411
2SRBUah0IJcE8hiVxvuAUX,Ghost - The Him Remix,Au/Ra,44,2LXafn7KFzzPAzvLd1rp0H,Ghost (Remixes),2019-12-06,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.591,0.825,0,-4.02,0,0.0768,0.0922,0.0,0.148,0.579,126.064,184762
1SN1vSPsr4V4tIUTR3s8YW,Fast Car,Jonas Blue,74,2xZSrcBmvMw9Y8hac6xU7L,Blue,2018-11-09,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.672,0.578,9,-6.621,1,0.0569,0.469,0.0,0.312,0.548,113.945,212424
